id,number,price,product_id
13427,1737KNC-1CK,459,3565
13255,1834-9,229,3542
15913,1218F1S-2,169,4458
12693,1977-9,199,3462
15386,5400-24,45,4341
12695,1968K-1CK,189,3463
15914,1218F1S,119,4458
13654,8226DB-CR,115,3606
12703,1967KW-1CK,219,3464
12678,2046-15,149,3460
12688,1977-1*,199,3462
12713,1961-4,59,3465
12670,2046K-1CK,209,3460
15901,8289BU-2,179,4454
12679,1978KW-1CK,499,3461
12213,5147BKS,39,3312
12333,1188DB-24,30,3344
12636,5873N-BH,109,3454
12800,1909RF-9,269,3476
12793,1916BK-FBH,75,3475
15512,5880FDB-1,119,4367
12761,1947-9,259,3471
12786,1916FBK-1*,299,3475
12754,1949-9,170,3470
12734,1955K-1EK*,149,3468
12399,1147RED,27,3364
12539,586-24,30,3407
12658,5400-1*,279,3458
14226,8214BRW-1,119,3793
12749,1949K-1EK*,299,3470
12764,1946-1*,449,3472
12659,5400-4,109,3458
15465,5876KBR-1CKDW*,299,4356
14449,2147FSG-1*,129,3893
13659,8367TP-3,149,3608
12334,1188RD-24,30,3344
15434,5877KBE-1EKDW*,329,4348
12054,5267RF-50*,725,3266
12736,1955F-1*,109,3468
12056,5477NA,75,3267
15569,1757-9,300,4381
12292,5021DBS,50,3333
13988,8490-CR,198,3704
12732,1957-9,219,3467
12723,1958-9,249,3466
12766,1946-5,379,3472
12725,1958-14,49,3466
15923,8246GY-1,220,4461
12798,1909RF-5,329,3476
12765,1946-4,179,3472
15565,1757-1*,449,4381
12799,1909RF-6,63,3476
12759,1947-5,299,3471
12281,5034YLWS,38,3329
14410,1386-5,277,3886
12760,1947-6,82,3471
12783,1916KBK-1CK,389,3475
12767,1946-6,92,3472
12768,1946-9,339,3472
15566,1757-4,239,4381
12588,5447-24FAS,72,3423
14221,1194IN,99,3788
12788,1916BK-5,299,3475
12007,5494S,100,3252
11992,5504-78,219,3248
14411,1386-6,75,3886
15567,1757-5,399,4381
12816,1824K-1EK*,599,3479
15521,1761-1,99,4372
15189,1762-9,169,4284
15188,1762-6,32,4284
12838,1717-1*,319,3482
15547,1726-6,92,4378
15907,8250GY-2,179,4456
12803,1907W-1*,249,3477
12824,1723-1*,379,3480
15906,8250GY-3,199,4456
12832,1718GY-4,119,3481
12860,1707K-1CK,329,3485
12291,5021-54*,239,3333
12316,5052A,105,3340
12797,1909RF-4,119,3476
15433,5877KBE-1CKDW*,329,4348
15219,1856KNG-1EK*,169,4289
15673,1745-6,73,4395
12830,1718KGY-1EK*,379,3481
12290,3276S-CR,39,3332
15548,1726-9,249,4378
12878,1704-1*,499,3487
12859,1708-9,199,3484
12828,1723-9,279,3480
12879,1704-4,199,3487
12809,1866KGY-1EK*,499,3478
12805,1907W-5,329,3477
12823,1723K-1EK*,479,3480
12814,1866GY-9,370,3478
12802,1907KW-1EK*,349,3477
12842,1717-9,350,3482
12804,1907W-4,109,3477
12841,1717-6,92,3482
12812,1866GY-5,488,3478
12326,2243-50*,929,3342
12882,1704-9,399,3487
12847,1711F-1*,249,3483
12957,1904K-1EK*,179,3500
12855,1708F-1*,169,3484
12852,1708K-1CK,219,3484
15431,5877BE-1*,199,4347
15636,1394-6,113,4390
12807,1907W-9,299,3477
12844,1711K-1CK,319,3483
12881,1704-6,122,3487
15540,MT-G08F,139,4377
15908,8250GY-1,119,4456
12813,1866GY-6,127,3478
15187,1762-5,179,4284
12883,1704-11,349,3487
12876,1704K-1CK,599,3487
12467,5302C-29,22,3384
12808,1866KGY-1CK,499,3478
12822,1723K-1CK,479,3480
12904,5797N-1*,149,3491
15924,8246CR-3,299,4462
13126,1916-9,249,3521
14303,B2043TF-1*,209,3863
12917,1882KN-1EK*,219,3494
14973,2147W-12,119,4153
14000,8318-RRPW,269,3705
12922,1885KN-1EK*,199,3495
15167,1730GY-6,52,4281
13860,8490FBR-RR,168,3670
12322,2243-55,419,3341
15925,8246CR-2,279,4462
12912,1883KN-1EK*,249,3493
12924,1885FN-1*,149,3495
12877,1704K-1EK*,599,3487
12862,1707-1*,249,3485
12914,1883N-1*,109,3493
12919,1882N-1*,89,3494
15759,5569S,39,4409
14517,1356BK-5,195,3905
15793,5573,159,4423
15926,8246CR-1,220,4462
12902,5797KN-1CK,199,3491
14128,9636-3,335,3744
12920,1882FN-1*,169,3494
14595,4966DG*,199,3921
14974,2147-12,119,4154
15598,1708BK-4,99,4385
12733,1955K-1CK,149,3468
15770,2528-13,59,4412
15530,MT-G10F,179,4375
12915,1883FN-1*,199,3493
12406,2456-24,38,3366
15846,5562-40,399,4438
12930,1856K-1EK*,145,3497
15595,1708BK-1*,169,4385
14613,5794TAK-1,57,3939
15534,MT-G10ET,139,4375
14329,B2013DC-T,37,3868
15601,1708BK-9,199,4385
12932,1856F-1*,105,3497
13660,8367TP-5,149,3608
15664,1729-4,159,4394
12382,1178WHT,51,3358
12933,1856T-1*,95,3497
13384,2159K-1CK,499,3560
12009,5494-106*,379,3253
12835,1718GY-9,200,3481
12825,1723-4,159,3480
12727,1957K-1EK*,329,3467
15139,1600K-1CK*,399,4277
12973,1915-10,189,3501
15761,5514-72*,209,4410
12982,1908K-1CK,189,3503
12385,1157RED,41,3359
14096,8405BJ-1,195,3733
15272,4975*,159,4302
13033,1927-6,63,3509
13022,1907K-1EK*,349,3508
15794,1131-24S,67,4424
13024,1907-4,109,3508
12950,1936F-1*,119,3499
13027,1907-9,299,3508
13003,1844DC-6,73,3505
13023,1907-1*,249,3508
13029,1927K-1EK*,399,3509
15841,1715-50*,499,4437
13025,1907-5,329,3508
15838,1715-55,389,4436
13649,9789BRG-4,59,3604
12975,1737KNGY-1EK*,459,3502
13043,1911K-1EK*,369,3511
12966,1915K-1EK*,279,3501
15141,1600-1*,299,4277
12968,1915F-1*,219,3501
12442,5447-24S,72,3376
12999,1844DC-1*,299,3505
13026,1907-6,63,3508
12826,1723-5,399,3480
13001,1844DC-4,99,3505
13004,1844DC-9,209,3505
13002,1844DC-5,249,3505
15140,1600K-1EK*,399,4277
12050,5328-40,299,3265
12317,5052S,99,3340
15142,1600-4,119,4277
15849,5562-40,399,4439
12386,1156BLK,37,3360
12988,1908-9,140,3503
13930,8327TL-1,135,3689
12143,5428-S2,65,3292
15842,1715-55,389,4437
15143,1600-5,349,4277
15694,1728-5,339,4398
13900,8308-CR,270,3680
13894,8480BRW-CR,190,3679
13074,1935-4,259,3515
12707,1967W-5,169,3464
13079,1912K-1EK*,599,3516
15837,1715-50*,499,4436
13086,1918K-1EK*,469,3517
14201,9909CH-3*,179,3770
13072,1935PNK-1EK*,599,3515
13087,1918-1*,399,3517
13044,1911-1*,279,3511
13073,1935PN-1*,499,3515
13080,1912-1*,499,3516
12379,2524-36*,179,3357
14007,8480BRW-2,359,3707
13104,1928K-1EK*,299,3519
12217,5123-96*,367,3314
14299,B2043-T,37,3862
12708,1967W-6,72,3464
15260,3608SV-01XL,129,4296
13284,1811W-5,289,3546
12425,2515-96,271,3371
12332,1188BK-24,30,3344
15261,3608SV-04,79,4296
13081,1912-4,199,3516
13075,1935-5,579,3515
13085,1918K-1CK,469,3517
13028,1927K-1CK,399,3509
13089,1918-5,399,3517
13833,8206BRW-3,339,3666
13077,1935-9,479,3515
14126,9668BLK-2,339,3743
13078,1912K-1CK,599,3516
13090,1918-6,103,3517
13091,1918-9,329,3517
15840,1715-24,55,4437
13082,1912-5,499,3516
15798,1144E-24S,61,4426
13084,1912-9,359,3516
15321,5603-36,127,4318
13092,1918-11,309,3517
13076,1935-6,132,3515
12304,2615DC-96*,299,3338
13175,5789KN-1CK,215,3529
15208,1769-5,189,4287
12445,3217PU*,115,3377
13160,2168KWW-1EK*,719,3527
13132,1845LED-1*,369,3522
15355,8229-ARPW,169,4332
13119,1916K-1CK,389,3521
13989,8490-LC,218,3704
14476,2147W-4,59,3897
14338,2050F-1,89,3872
15162,1730KGY-1CK*,209,4281
12410,5447-24S,72,3368
13180,5789KBK-1EK*,205,3530
14605,4961DB-NT,179,3931
13128,1916-14,34,3521
12471,5302BK-29,22,3385
13668,8378GRY-L,149,3613
15799,1144E-29S,67,4426
13182,5789FBK-1*,155,3530
13658,8367CH-4,50,3607
13177,5789N-1*,165,3529
15277,5165GY-48,89,4306
14495,2147-6,26,3901
12719,1958-1*,299,3466
14573,1386T-1*,175,3914
13158,2615DC-11,289,3526
13122,1916F-1*,299,3521
13149,1831KP-1,165,3525
15278,5165GYS,35,4306
15224,1856NG-5,159,4289
12667,2259GY-5,299,3459
14493,2147-4,49,3901
13147,2024-1HB,56,3524
13183,1896KN-1CK,165,3531
13674,8378BRW-L,149,3615
12701,1968-6,32,3463
14439,1936-5,149,3891
12427,2515-13,92,3371
12633,5873KN-1CK,249,3454
14470,2147BK-5,139,3896
13145,2147SG-9,125,3523
13308,2147W-5,139,3549
12107,5285S,35,3282
14331,B2013DC-9,109,3868
15207,1769-4,79,4287
13136,1845-9,275,3522
12468,5302BK,125,3385
13146,2147SG-12,119,3523
12607,5447-24S,72,3442
13986,8490-AR,135,3704
12338,2588S,63,3346
14451,2147SG-5,139,3893
15145,1600-9,259,4277
12705,1967W-1*,149,3464
15144,1600-6,73,4277
14591,4970*,229,3917
13251,1834-1*,399,3542
13657,8367CH-5,149,3607
13208,1867-6,152,3536
14230,8205BR-1,85,3797
12916,1882KN-1CK,219,3494
13235,1845K-1EK*,379,3540
13200,1881KPU-1EK*,129,3535
13199,1881KPU-1CK,129,3535
12692,1977-6,52,3462
15229,1904GY-1*,119,4290
13227,1852K-1EK*,279,3539
13215,1866-5,469,3537
12472,5302A,125,3386
13250,1834K-1EK*,499,3542
13202,1881FPU-1*,89,3535
12469,5302BK-18,20,3385
13240,1845-9,275,3540
13207,1867-5,579,3536
12983,1908K-1EK*,189,3503
14501,B2013FFDC-1*,265,3903
13217,1866-9,359,3537
13211,1866K-1CK,499,3537
13218,1866-11,299,3537
14610,4950*,159,3936
13231,1852-6,50,3539
12948,1936K-1EK*,179,3499
13204,1867K-1EK*,599,3536
13219,1855K-1CK,185,3538
13205,1867-1*,499,3536
13106,1928-4,99,3519
15345,B2013DC-1*,179,4327
13203,1867K-1CK,599,3536
13891,8480BRW-2LCN,269,3679
12440,2447WS,33,3375
12700,1968-5,159,3463
14031,8326BLK-3,369,3713
15234,1904GY-6,36,4290
12532,586-40,249,3405
13225,1855-9,125,3538
13209,1867-9,499,3536
13232,1852-9,235,3539
13233,1852-11,185,3539
13264,1828K-1CK,509,3544
15691,1728K-1EK*,319,4398
15163,1730KGY-1EK*,208,4281
13266,1828-1*,409,3544
13226,1852K-1CK,279,3539
13286,1811W-9,236,3546
13265,1828K-1EK*,509,3544
13282,1811FW-1*,185,3546
13212,1866K-1EK*,499,3537
13717,8235GY-2,179,3629
13304,2147W-1*,129,3549
14479,2147W-9,125,3897
13326,1810T-1*,175,3551
13306,2147TW-1*,119,3549
13758,8245GY-2,189,3642
13312,2147KBK-1CK,185,3550
15693,1728-4,119,4398
13321,2147BK-12,119,3550
14735,3228-12,135,3983
14268,8437-1LT,255,3835
13752,8245BR-3SL,329,3641
13271,1828-9,359,3544
15692,1728-1*,239,4398
15695,1728-6,52,4398
13309,2147W-6,33,3549
14813,3580-31,119,4012
13267,1828-4,185,3544
13216,1866-6,127,3537
15690,1728K-1CK*,319,4398
13269,1828-6,117,3544
13553,1422-4,93,3582
12461,2434S,27,3382
13270,1828-6LN,117,3544
12986,1908-5,179,3503
13555,1422-6,56,3582
12010,5494A,110,3253
13285,1811W-6,64,3546
13322,1810K-1CK,285,3551
13283,1811W-4,101,3546
13349,2243SLK-1CK,565,3555
12252,1808S,85,3322
12527,586-14,70,3404
13373,2169-6,117,3558
13351,2243SL-1*,465,3555
13403,2146-1*,99,3562
13236,1845-1*,299,3540
13369,2169SLK-1EK*,749,3558
12174,2615DCA,70,3300
12952,1936-4,59,3499
13370,2169SL-1*,649,3558
13375,2169-11,359,3558
12721,1958-5,279,3466
15891,8255GY-2RCNPHD,364,4451
13405,2146-5,170,3562
12323,2243-114*,433,3342
13406,2146-6,38,3562
15791,5578-32,119,4421
15322,5603-24,28,4318
12896,1714BK-6,52,3489
14598,4949BK*,139,3924
12509,1393BKS,45,3398
13356,2243-11,329,3555
13391,2159-9,289,3560
12253,1808-50*,899,3322
12183,5473-50*,649,3301
13362,2243-6,115,3556
13738,8244BU-2,195,3636
13672,8378BLK-R,149,3614
15318,5602-36,199,4317
13150,1831P-1,125,3525
13222,1855-4,60,3538
13357,2243K-1CK,565,3556
13374,2169-9,369,3558
13407,2146-9,129,3562
12503,1393BKS,45,3396
12298,2617N-36,267,3336
15651,1744-5,279,4392
12398,1147BLK,27,3364
12117,5466S,40,3285
13429,1737NC-1*,359,3565
15429,5877KBE-1CK*,239,4347
13456,2124-6,85,3568
14673,3256RF-30,149,3963
12550,1372-40,309,3410
13974,8334BLK-3,329,3702
12164,5425-24,55,3297
13434,1737NC-11,249,3565
15349,B2013DC-9,109,4327
15618,1706LED-1*,229,4388
13428,1737KNC-1EK*,459,3565
13350,2243SLK-1EK*,565,3555
12552,1372-24,52,3411
13452,2124K-1EK*,389,3568
15202,1768-6,62,4286
15892,8255GY-CR,170,4451
13835,8206BRW-1,209,3666
13433,1737NC-9,259,3565
