id,number,price,product_id
13432,1737NC-6,76,3565
15201,1768-5,249,4286
13731,8244SD-3,215,3634
12118,5466-13,65,3285
12819,1824-5,399,3479
15214,1788-4,109,4288
14785,5556-04,129,4001
13453,2124-1*,299,3568
15232,1904GY-4,69,4290
13320,2147BK-9,125,3550
14516,1356BK-4,72,3905
15199,1768-1*,199,4286
13430,1737NC-4,136,3565
15568,1757-6,112,4381
14446,1904-6,36,3892
15388,5400-24BH,75,4341
12367,2538-13,52,3353
12483,5327-48,117,3389
12488,3270-S1W,45,3391
15150,1711F-1*,249,4279
15151,1711NC-4,99,4279
15152,1711NC-5,239,4279
15153,1711NC-6,42,4279
15154,1711NC-9,220,4279
15190,1766K-1CK*,279,4285
12949,1936-1*,119,3499
12639,5872KN-1EK*,209,3455
13530,1356KBK-1CK*,245,3580
12553,1372-40,309,3411
13178,5789FN-1*,165,3529
13532,1356BK-1*,169,3580
12566,710S,52,3415
13486,1737KW-1EK*,459,3572
13520,5790K-1EK*,129,3577
13535,1356BK-4,72,3580
13512,1733K-1CK,235,3576
13491,1737W-9,259,3572
15203,1768-9,220,4286
12753,1949-6,62,3470
11948,5532-36*,69,3234
15200,1768-4,119,4286
14323,B2053W-9,109,3866
13537,1356BK-6,57,3580
13523,5790-4,55,3577
12563,710S,52,3414
15544,1726-1*,379,4378
13416,2147-9,100,3563
15430,5877KBE-1EK*,239,4347
15605,1721-4,129,4386
15191,1766K-1EK*,279,4285
14497,2147-12,119,3901
12270,5038-48,47,3326
15156,1730K-1EK*,209,4280
15027,5415RFS,45,4203
13556,1422-9,209,3582
13518,1733-9,195,3576
12521,586-40,249,3402
13557,1349K-1CK,285,3583
15204,1769K-1CK*,319,4287
14491,2147T-1*,99,3901
13567,1385K-1EK*,379,3584
15564,1757K-1EK*,549,4381
12407,2466-48*,217,3367
13966,8329BRW-2,219,3699
15315,5592,119,4315
14435,2145-9,100,3890
13844,8212-RR,160,3668
12593,5106BK,69,3428
13536,1356BK-5,195,3580
12937,1856-9,110,3497
15134,5512-31,119,4007
15029,5099-16,135,4204
12463,2423-24,36,3383
15211,1788K-1CK*,449,4288
13574,1385-9,275,3584
13839,8212-AC,99,3668
12177,2615RFS-NN,65,3300
13840,8212-AR,119,3668
14409,1386-4,133,3886
12608,2425-36,209,3443
13566,1385K-1CK,379,3584
14294,B2043PR-1*,199,3861
13127,1916-15*,365,3521
13707,8203RD-2,169,3625
14373,1955T-1*,99,3880
14507,B2013DC-9,109,3903
13670,8378GRY-4,59,3613
15415,1719-1*,199,4345
14223,1267GY,139,3790
13667,8202GRY-2,119,3612
12662,5400-9,219,3458
14469,2147BK-4,59,3896
14048,9734DB-1,145,3718
12193,5179-13,89,3304
13665,8202GRY-SC,299,3611
14992,4727PU,155,4172
13662,8202CH*SC,299,3609
13683,8224TN-1,120,3617
13666,8202GRY*SC,139,3612
13686,8224DG-1,120,3618
15215,1788-5,239,4288
12661,5400-6,52,3458
13684,8224DG-3,199,3618
12660,5400-5,259,3458
13706,8203RD-3,189,3625
13682,8224TN-2,179,3617
14504,B2013DC-R,52,3903
13676,8378BRW-4,59,3615
14210,1279F2S,109,3777
14457,B1799-R,129,3894
12715,1961-6,29,3465
13691,8204-1,139,3620
13675,8378BRW-R,149,3615
12709,1967W-9,130,3464
13685,8224DG-2,179,3618
12197,5178GYS,36,3305
13702,8225-4,59,3623
15020,458B-PU,105,4200
13711,8235SS-3,199,3627
12269,2601-24,20,3325
12711,1961K-1EK*,199,3465
13727,8327BLK-R,138,3632
14080,8413GY-2,195,3729
11976,5516BKS,37,3242
12976,1737NGY-1*,359,3502
12350,2546-50*,599,3350
13751,8207-1,159,3640
12731,1957-6,53,3467
13730,8327BLK-1,135,3633
15197,1768K-1CK*,279,4286
12664,2259KGY-1EK*,499,3459
13735,8244RN-2,195,3635
15198,1768K-1EK*,279,4286
12865,1707-6,53,3485
12187,5251S,83,3303
13198,1890FN-1*,99,3534
14593,4968BK-NT,159,3919
15897,8289GY-3,199,4453
12156,5400-13,79,3295
14081,8413GY-1,135,3729
13733,8244SD-1,139,3634
12216,5145W-40,299,3313
15905,8250RN-1,119,4455
15174,1752-6,52,4282
12000,5544-40,279,3250
12256,710S,52,3323
13797,8200BRW-3PW,599,3655
13813,8355-2PW*,550,3659
13820,8210GRY-1,189,3661
12017,5491-48*,133,3256
12795,1909RFK-1EK*,279,3476
12751,1949-4,89,3470
13796,8200BRW-1,299,3654
13814,8355-1PW,389,3659
13812,8355-3PW*,679,3659
13831,8206NF-2,339,3665
12681,1978W-1*,399,3461
12698,1968F-1*,139,3463
12642,5438K-1EK*,399,3456
12851,1711-9,220,3483
15922,8246GY-2,279,4461
15898,8289GY-2,179,4453
13825,8201BRW-2,299,3663
15921,8246GY-3,299,4461
13824,8201BRW-3,299,3663
12839,1717-4,139,3482
15895,8225NGY-1,139,4452
12683,1978W-5,389,3461
13829,8201BLK-1,189,3664
12523,727-24,55,3403
12840,1717-5,399,3482
15899,8289GY-1,129,4453
13799,8200BRW-1PW,349,3655
13823,8334DBR-1,215,3662
12850,1711-6,42,3483
12752,1949-5,209,3470
13808,8223DB-1PW,349,3657
12654,5415RF-9,249,3457
13817,8329CH-1,149,3660
11979,5516WTS,37,3242
12853,1708K-1EK*,219,3484
13913,8303-AC,99,3684
12073,1935-110*,599,3271
13904,8318-2CNPW*,659,3681
13896,8308-5R,269,3680
12140,5428-40,339,3291
13882,8230BLK-1,199,3676
13897,8308-AC,115,3680
13895,8308-5L,269,3680
12684,1978W-6,112,3461
11947,5538BKS,13,3233
13875,8230BRW-2,329,3674
13876,8230BRW-1,199,3674
15137,1297BU-1,115,4275
12923,1885N-1*,149,3495
12074,1935A,135,3271
12099,586GY-82,197,3280
12086,5423S,45,3274
12085,5423-66,119,3274
12098,5460-24,29,3279
12934,1856-4,50,3497
12794,1909RFK-1CK,279,3476
12059,1958-96,299,3268
15782,5606-45RD,131,4417
12075,1935S,125,3271
12888,1714W-5,249,3488
11978,5516TLS,37,3242
15783,5606S,42,4417
13889,8480GRY-AR,110,3678
12057,5477NS,69,3267
12103,5470-72,199,3281
12890,1714W-9,200,3488
12954,1936-6,32,3499
13885,8480RED-AR,110,3677
12312,5055A,63,3339
13958,8469-5,259,3696
13957,8469-1,259,3696
13963,19359-2,699,3698
15233,1904GY-5,151,4290
13826,8201BRW-1,189,3663
13962,19359-3,719,3698
13980,8336-CR,198,3703
13000,1844FDC-1*,299,3505
13987,8490-CN,63,3704
13970,8329BLK-1,149,3700
13906,9789CF-3LC,195,3682
14004,8480BRW-3PW,479,3707
13977,8336-AC,115,3703
12227,5100-84*,329,3317
14099,8403-2,244,3734
15902,8289BU-1,129,4454
13968,8329BLK-3,239,3700
12961,1904-4,69,3500
15792,5572,159,4422
13928,8327TL-3,215,3689
12308,2615RFS-NN,65,3338
13109,1928-9,199,3519
14098,8403-3,265,3734
12307,2615RFA-NN,70,3338
12929,1856K-1CK,145,3497
12310,2615DC-40,349,3338
13964,19359-1,599,3698
13983,8336-RC,218,3703
13982,8336-LR,168,3703
13931,8327TL-1S,155,3689
13997,8318-CN,120,3705
12967,1915-1*,219,3501
12959,1904F-1*,119,3500
13066,1919-1*,599,3514
12997,1844KDC-1CK,399,3505
12166,5425-90,199,3298
14014,8480RED-1PW,295,3708
14051,9734BK-1,145,3719
12395,1148BLK,30,3363
14012,8480RED-2PW,459,3708
14030,8325BRW-1,229,3712
13213,1866-1*,399,3537
12300,5056-78,207,3337
13108,1928-6,62,3519
14110,8511BK-2,185,3738
14087,8412-1,465,3731
12405,2456-40,199,3366
12792,1916BK-14,34,3475
14042,8300-1PW,379,3716
14033,8326BLK-1,249,3713
13827,8201BLK-3,299,3664
13042,1911K-1CK,369,3511
14036,8326BRW-1,249,3714
12313,5055S,56,3339
13103,1928K-1CK,299,3519
13228,1852-1*,199,3539
13315,2147FBK-1*,129,3550
14069,8579DB-1,145,3725
14304,B2043-1*,179,3863
13065,1919K-1EK*,699,3514
12432,2477-78,165,3373
12434,2477-13,52,3373
12400,1147WHT,27,3364
14076,8413TL-3,215,3728
13070,1919-9,449,3514
12302,5056S,47,3337
14134,8524BK-3,359,3746
14183,9739-L,234,3764
14168,9724BRW-3,329,3757
14184,9739-R,235,3764
13224,1855-6,33,3538
13069,1919-6,142,3514
13068,1919-5,599,3514
13237,1845-4,125,3540
12946,2220-9,89,3498
14103,8518-3,175,3736
14079,8413GY-3,215,3729
13046,1911-5,339,3511
13045,1911-4,149,3511
14088,8411-2L,214,3732
14102,1234-4,145,3735
14135,8524BK-1,225,3746
14078,8413TL-1,135,3728
12528,586-40,249,3404
13184,1896KN-1EK*,165,3531
13314,2147BK-1*,129,3550
15295,5566-24BR,39,4310
13411,2147T-1*,99,3563
13138,2147KSG-1EK*,185,3523
13386,2159-1*,399,3560
14220,1194TP,99,3787
14209,1279F3S,109,3776
13179,5789KBK-1CK,205,3530
12941,2220F-1*,85,3498
12517,5235-54*,199,3401
14206,4501-F2,85,3773
12433,2477S,36,3373
14427,2220-5,103,3889
14204,1200BRW,149,3771
14273,8412-1,465,3840
14077,8413TL-2,195,3728
13318,2147BK-5,139,3550
14188,9734CH-1,145,3765
12490,3270-36,139,3392
14203,9909CH-4,50,3770
14170,9724BRW-1,205,3757
14148,9739CH-4,145,3750
12438,2456-40,199,3374
14200,9909BR-4,50,3769
13223,1855-5,152,3538
14176,9723-1,235,3759
13319,2147BK-6,33,3550
14167,9700FCP-1,179,3720
13155,2615DC-5,345,3526
14246,1193F5S,133,3813
14236,8228TP*,419,3803
13201,1881PU-1*,89,3535
15241,1916GY-6,113,4291
13359,2243-1*,465,3556
14237,8228BU*,419,3804
14257,8327TL-1S,155,3824
14272,4829LN*,169,3839
12537,586-40,249,3406
14275,1191F5S,71,3842
13697,8216DG-2,179,3622
13522,5790F-1*,79,3577
12886,1714W-1*,279,3488
12519,586-60,229,3402
14287,8545-1LT,255,3854
12935,1856-5,129,3497
12889,1714W-6,52,3488
14249,1270F2S,129,3816
14284,1193F2S,133,3851
12491,3270-24S1W,49,3392
13311,2147W-12,119,3549
14667,5466-30,85,3960
14243,1193F6S,133,3810
14271,8401-3SC,225,3838
14254,1266F1S,179,3821
15239,1916GY-4,139,4291
14281,1212F1S,133,3848
13234,1845K-1CK,379,3540
12606,2459,289,3441
14277,1191F4S,71,3844
14244,1193F7S,133,3811
14280,468F25S,89,3847
14575,1386-5,277,3914
12632,2867F-1,179,3453
12691,1977-5,239,3462
14310,B2053W-4,59,3864
15417,1719-5,189,4345
14357,2042-4,55,3877
14322,B2053W-4,59,3866
14005,8480BRW-3,379,3707
13678,8219-2,139,3616
14360,2042-9,129,3877
14333,2052TW-1,49,3869
14361,2046T-1*,139,3878
14368,1977-4,109,3879
14367,1977T-1*,179,3879
13392,2159-11,289,3560
14291,8548BLK-1,185,3858
12635,5873N-1*,199,3454
13554,1422-5,245,3582
15416,1719-4,89,4345
13656,8367CH-3,149,3607
12936,1856-6,25,3497
12211,5149-24,29,3311
13696,8216DG-3,199,3622
14292,8548BRW-1,185,3859
14359,2042-6,31,3877
14364,2046-6,52,3878
14276,1191F2S,67,3843
14171,9724BLK-3,329,3758
12634,5873KN-1EK*,249,3454
12630,2867K-1EK,219,3453
13281,1811W-1*,185,3546
12631,2867-1,179,3453
12565,710-54*,207,3415
13680,8219-30*,70,3616
14132,8524RD-2,359,3745
14342,2047FBK-1,69,3874
14334,2051FBK-1,69,3870
14340,2048FW-1,69,3873
15350,1292-1,119,4328
14239,8219-30*,70,3806
13664,8202CH-2,119,3610
14335,2051TBK-1,49,3870
12176,2615RFA-NN,70,3300
15228,1904KGY-1EK*,179,4290
14341,2048TW-1,49,3873
14339,2050T-1,69,3872
13368,2169SLK-1CK,749,3558
14414,1386-10*,153,3887
13457,2124-9,225,3568
12675,2046-5,179,3460
14315,B2053W-4,59,3865
12677,2046-9,179,3460
14377,1955-9,130,3880
14371,1977-9,199,3879
12739,1955-6,32,3468
14382,1708-9,199,3881
14372,1977-7,369,3879
14378,1708T-1*,149,3881
12314,5055-50*,569,3339
12663,2259KGY-1CK,499,3459
13358,2243K-1EK*,565,3556
12735,1955-1*,109,3468
13419,2145K-1EK*,149,3564
12045,5328-45RD*,199,3264
13454,2124-4,112,3568
13705,8203GY-1,129,3624
12858,1708-6,53,3484
15904,8250RN-2,179,4455
12815,1824K-1CK,599,3479
12396,1148WHT,30,3363
14408,1386PP-R,123,3886
14422,1856-6,25,3888
14419,1856F-1*,105,3888
14437,1936F-1*,119,3891
12818,1824-4,179,3479
13410,2147-1*,109,3563
13703,8203GY-3,189,3624
15526,815TN-1,69,4374
15537,MT-G12EK,319,4376
12175,2615DCS,65,3300
14370,1977-6,52,3879
14374,1955-4,59,3880
13330,1810-9,205,3551
14366,2046-15,149,3878
14415,1386-11,334,3887
14413,1386D-1,225,3887
14417,1386-7,288,3887
12857,1708-5,229,3484
14421,1856-5,129,3888
15525,815TN-1,69,4373
14442,1904T-1*,99,3892
15439,5877BR-1*,199,4349
15216,1788-6,53,4288
15916,1218RN-2,169,4459
14444,1904-4,69,3892
14514,1356TBK-1*,159,3905
12856,1708-4,99,3484
14513,1349-9,185,3904
15528,815KN-1,109,4374
13355,2243-9,329,3555
14515,1356FBK-1*,169,3905
14599,4950GY*,169,3925
12837,1717K-1EK*,419,3482
14481,1810T-1*,175,3898
12918,1882N-1*,169,3494
14478,2147W-6,33,3897
12368,2529-64,195,3354
13408,2147K-1CK,165,3563
13734,8244RN-3,215,3635
13169,1869-1*,279,3528
14482,1810F-1*,205,3898
13888,8480GRY-2R,229,3678
14499,815TPU-1,69,3902
13135,1845LED-6,116,3522
13992,8490-RR,168,3704
14508,1349T-1*,179,3904
15910,1218TL-2,169,4457
14455,B1799F*,468,3894
14486,1810-9,205,3898
15911,1218TL-1,119,4457
15909,1218TL-3,189,4457
13363,2243-9,329,3556
14464,B1799-5,269,3895
14473,2147BK-12,119,3896
13487,1737W-1*,359,3572
14571,1386-1*,299,3914
15917,1218RN-1,119,4459
12892,1714KBK-1EK*,379,3489
12951,1936T-1*,109,3499
13552,1422-1*,205,3582
15192,1766-1*,199,4285
14592,4969GY*,149,3918
15919,1218DG-2,169,4460
14438,1936-4,59,3891
12897,1714BK-9,200,3489
14720,3508-04,62,3978
12651,5415RF-4,129,3457
14602,2026TPU-1HB,50,3928
14798,3299-01,189,4005
13538,1356BK-9,170,3580
13488,1737W-4,136,3572
13699,8225-3,215,3623
15533,MT-G10CK,269,4375
12669,2259GY-9,250,3459
13700,8225-2,195,3623
15235,1904GY-9,124,4290
15918,1218DG-3,189,4460
15915,1218RN-3,189,4459
12970,1915-5,299,3501
14578,1386-12,225,3914
13650,8226GY-AC,95,3605
14630,2952-30,79,3946
15193,1766-4,119,4285
13573,1385-7*,569,3584
11942,5546-50*,549,3231
14629,3593-04*,89,3945
14628,3593-01*,109,3945
14656,1935-04,175,3955
14663,3551-05,139,3958
14603,2025T-1HB,50,3929
13698,8216DG-1,119,3622
14607,4829LN*,169,3933
13521,5790-1*,79,3577
13568,1385-1*,289,3584
14619,5400-04,65,3942
14606,4960DB-NT,139,3932
13653,8226DB-AC,95,3606
14668,5466-04,75,3960
12046,5328S,55,3264
15172,1752-4,109,4282
14650,8079-04,69,3953
13572,1385-6,84,3584
15771,2544S,33,4412
13571,1385-5,329,3584
15171,1752-1*,349,4282
14620,5400-05,85,3942
14718,17807*,67,3977
14678,3257RF-02,65,3964
14715,3224N-17,199,3976
13681,8224TN-3,199,3617
14717,17809*,91,3977
12214,5145W-78,257,3313
14705,3224N-16,155,3973
13651,8226GY-CR,115,3605
14426,2220-4,39,3889
14688,8412-04,229,3968
14683,3588-04,55,3966
13736,8244RN-1,139,3635
12108,5285-13,55,3282
14691,5177-05,155,3969
14494,2147-5,115,3901
13690,8204-3,219,3620
14713,3224N-05,149,3976
14681,3533-05,169,3965
12049,5328S,55,3265
14166,9700FCP-2,259,3720
12116,5466-62,189,3285
14190,9700BLK-2,259,3766
13677,8219-3,160,3616
14675,3256RF-02,49,3963
14723,3447-04,59,3979
14313,B2053W-R,52,3865
14706,3224N-17,199,3973
14021,8480GRY-1,245,3709
14202,9909CH-5,179,3770
14734,3228-05,155,3983
14689,5177-30,155,3969
14677,3257RF-04,79,3964
14697,3526-05,239,3971
12088,5469S,22,3275
14690,5177-04,125,3969
14071,8427-2,399,3726
14672,3581-04,125,3962
14068,8579DB-2,185,3725
14809,3605-31,55,4008
14767,710-04*,109,3995
14771,5554-05,189,3996
14768,710-05*,135,3995
12348,2546A,61,3350
14741,5560-30,235,3986
14013,8480RED-2,359,3708
14781,1288-301,154,4000
14766,710-30*,135,3995
14189,9700BLK-3,279,3766
13414,2147-5,115,3563
14810,3604-31,55,4009
13713,8235SS-1,119,3627
14902,1193F6S,133,4082
13426,2145-9,100,3564
13778,8234TT-5,179,3648
12866,1707-9,259,3485
13739,8244BU-1,139,3636
14742,5560-04,169,3986
13133,1845-4,125,3522
14072,8427-1,269,3726
14762,5543-05,229,3993
14759,5553-05,149,3992
11977,5516BMS,37,3242
14758,5553-04,109,3992
14010,8480RED-3PW,479,3708
14761,5543-04,175,3993
13856,8490FBR-CR,198,3670
11946,5538BK*,37,3233
14783,1288-307,154,4000
14782,1288-305,123,4000
15210,1769-9,180,4287
14845,4738PU,82,4044
12225,5108S,57,3316
14824,4741FA,82,4023
13421,2145F-1*,99,3564
12149,5438-96*,299,3294
14863,1234-4,145,4055
13846,8238-AR,120,3669
13714,8235GY-L,133,3628
13718,8235GY-1,119,3629
14070,8427-3,419,3726
12151,5438-14A,159,3294
14857,4508-SH,35,4052
14856,4508-PH,39,4052
14092,8411-CR,165,3732
14125,9668BLK-3,339,3743
14885,4502FA,145,4065
13759,8245GY-1,139,3642
14882,4507-F2,75,4062
13830,8206NF-3,339,3665
14833,3224N-17,199,4032
14887,4501-F1,85,4067
14842,468CP,129,4041
14891,5873N-ST,55,4071
14849,4728ES,45,4048
14884,4506PU,109,4064
14892,5873N-BH,109,4072
14136,8524BK-2,359,3746
13716,8235GY-3,199,3629
14105,8518-1,95,3736
14937,H11765*,199,4117
14942,H11296,69,4122
14927,4611PU,75,4107
11949,5532-24,25,3234
13131,1845LED-1EK,469,3522
14946,H10130,65,4126
14945,H11761,69,4125
14130,9636-1,205,3744
14906,1193F3S,129,4086
12549,1372S,47,3410
12538,586-36,159,3407
14933,H11762,79,4113
14100,8403-1,165,3734
14898,1192BE,89,4078
14903,1193F7S,133,4083
14085,8412-3,665,3731
12016,5489-24,30,3255
14913,1266F1S,179,4093
14949,H10081,99,4129
12699,1968-4,69,3463
13857,8490FBR-LC,218,3670
14948,H10128,65,4128
14905,1193F5S,133,4085
11996,5503S,40,3249
14940,H11302,65,4120
14972,2147BK-12,119,4152
14191,9700BLK-1,179,3766
11987,5510S,39,3246
13806,8223DB-3PW*,649,3657
12142,5428-S1,60,3292
12145,5428-40,339,3292
13810,8223BK-2PW*,539,3658
12129,5415RF-78*,219,3289
13809,8223BK-3PW*,649,3658
15028,5099-22,195,4204
15042,2601-15,69,4210
14433,2145-5,119,3890
15047,3224N-17,199,4215
12702,1968-9,139,3463
14994,1191F6S,71,4174
15030,5099-17,199,4204
14432,2145-4,49,3890
15035,3224N-16,155,4206
12087,5469-60,71,3275
15021,459B-PU,159,4201
13142,2147SG-4,59,3523
15022,471PU,79,4202
13413,2147-4,49,3563
14995,1191F5S,71,4175
15014,4728ES,45,4194
15033,5099-17,199,4205
15017,470PU,169,4197
15000,468F25S,89,4180
12131,5415RF-13,89,3289
12144,5428-S3,75,3292
15007,4738PU,82,4187
13167,1869K-1CK,369,3528
15036,3224N-17,199,4206
15040,4519-15,169,4208
15004,1193F2S,133,4184
14996,1191F2S,67,4176
14997,1191F4S,71,4177
12984,1908-1*,129,3503
13901,8308-LCPW,249,3680
13978,8336-AR,135,3703
12062,1958-50*,699,3268
13999,8318-LRPW,269,3705
12169,2615DC-36*,219,3299
13832,8206NF-1,209,3665
12137,5428-S1,60,3291
12534,586S,30,3406
15851,5547S,32,4440
13902,8308-RCPW,249,3680
15920,1218DG-1,119,4460
12170,2615DC-24,70,3299
13994,8318-5R,349,3705
15066,5099-17,199,4226
13899,8308-CN,95,3680
13969,8329BLK-2,219,3700
13979,8336-CN,63,3703
14175,9723-2,299,3759
12139,5428-S3,75,3291
14196,9701BLK-2,125,3768
13915,8303-OT,99,3684
13144,2147SG-6,33,3523
13859,8490FBR-RC,218,3670
15109,H10125,109,4130
14146,9739CH-L,234,3750
12168,5425-40,299,3298
12730,1957-5,269,3467
14147,9739CH-R,235,3750
15119,8059-T,165,4265
15116,8077-T,165,4262
13067,1919-4,259,3514
11998,5544S,49,3250
12239,1828-92,335,3320
12078,1704A,140,3272
12063,1958-40,349,3268
11950,5531-112*,489,3235
13967,8329BRW-1,149,3699
12867,1706K-1CK,259,3486
12040,5456S,45,3262
13793,8239-1,199,3653
11963,5525DGS,50,3238
12005,5494-76*,299,3252
12409,5447-36XL*,269,3368
11953,5531-50*,999,3235
12263,5035SVE-24,28,3324
12069,1935-76*,499,3270
11958,5525-36,229,3237
12136,5428-45RD*,219,3291
12146,5411RF-82,209,3293
13519,5790K-1CK,129,3577
12596,5104,235,3431
12228,5100-S3,60,3317
12243,1828-40,369,3320
12568,710-40,289,3415
12093,5429-24ST,39,3277
12697,1968-1*,139,3463
12221,5115-92*,259,3315
14248,1270F3S,129,3815
12643,5438-1*,299,3456
15896,8225NGY-4,59,4452
12787,1916BK-4,139,3475
13998,8318-CR,340,3705
12244,1828-6,117,3320
12346,2547S,40,3349
13993,8318-5L,349,3705
12207,5155S,23,3309
14020,8480GRY-1PW,295,3709
14037,8308-3PW*,549,3715
12556,727-40,269,3412
12686,1977K-1CK,279,3462
12394,1149WHT,37,3362
14174,9723-3,319,3759
12757,1947-1*,399,3471
12758,1947-4,119,3471
12430,2516A,88,3372
12465,5302C-18,20,3384
14035,8326BRW-2,349,3714
14032,8326BLK-2,349,3713
14040,8300-3PW*,659,3716
12623,2042-1*,129,3452
12439,2447*,123,3375
12706,1967W-4,59,3464
12712,1961-1*,139,3465
12673,2046F-1*,159,3460
14041,8300-2PW*,639,3716
12358,2544-13,54,3351
12384,1157BRW,41,3359
12694,1977-7,369,3462
12502,1393BK-78,193,3396
12388,1156WHT,37,3360
13936,8327GY-3,215,3691
14039,8308-1PW,299,3715
12717,1958K-1CK,399,3466
12605,2458-36,209,3440
12762,1946K-1CK,549,3472
14034,8326BRW-3,369,3714
12748,1949K-1CK,299,3470
12494,3270-S1W,45,3393
12411,5447-24FAS,72,3368
12720,1958-4,139,3466
12558,710-24,57,3413
12629,2867K-1CK,219,3453
12989,1908-11,140,3503
13185,1896N-1*,115,3531
12974,1737KNGY-1CK,459,3502
12836,1717K-1CK,419,3482
12436,2456S,33,3374
12891,1714KBK-1CK,379,3489
13030,1927-1*,299,3509
12911,1883KN-1CK,249,3493
14669,3587-30,119,3961
12811,1866GY-4,185,3478
14109,8511BK-3,205,3738
13206,1867-4,269,3536
13083,1912-6,143,3516
12810,1866GY-1*,399,3478
13176,5789KN-1EK*,215,3529
13120,1916K-1EK*,389,3521
12784,1916KBK-1EK*,389,3475
12958,1904-1*,119,3500
12861,1707K-1EK*,329,3485
13071,1935PNK-1CK,599,3515
12843,1717-11,279,3482
12354,2544S,33,3351
12885,1714KW-1EK*,379,3488
12880,1704-5,529,3487
14472,2147BK-9,125,3896
12998,1844KDC-1EK*,399,3505
12801,1907KW-1CK,349,3477
13880,8230BLK-3,329,3676
13887,8480GRY-2LCN,269,3678
12827,1723-6,83,3480
12971,1915-6,43,3501
13048,1911-9,319,3511
12408,2466S,62,3367
12947,1936K-1CK,179,3499
12105,5470-13,65,3281
13088,1918-4,169,3517
13303,2147KW-1EK*,185,3549
13280,1811KW-1EK*,255,3546
13323,1810K-1EK*,285,3551
13385,2159K-1EK*,499,3560
14615,5438-30,119,3941
13558,1349K-1EK*,285,3583
14612,B2008TF-1*,359,3938
13515,1733-4,89,3576
13354,2243-6,115,3555
13249,1834K-1CK,499,3542
13268,1828-5,479,3544
12353,2544-64,123,3351
13170,1869-4,95,3528
13125,1916-6,113,3521
13639,2025-1HB,56,3599
13364,2243-11,329,3556
13565,1349-9,185,3583
13539,1356BK-15,0,3580
13645,1277F2S,119,3602
13451,2124K-1CK,389,3568
13693,8216SD-3,199,3621
13404,2146-4,62,3562
13295,1799K-1CK,399,3548
13485,1737KW-1CK,459,3572
14649,8079-30,85,3953
14101,1234-1,289,3735
13644,1277F1S,119,3602
14844,2601-31,82,4043
13816,8329CH-2,219,3660
13858,8490FBR-LR,168,3670
13324,1810-1*,205,3551
12437,2456-13,54,3374
13756,8245GY-3SL,329,3642
15852,5547-13,45,4440
13881,8230BLK-2,329,3676
14111,8511BK-1,135,3738
13795,8200BRW-2,479,3654
14185,9739-4,145,3764
14104,8518-2,155,3736
14670,3587-04,79,3961
14043,9734TP-3,205,3717
13317,2147BK-4,59,3550
13776,8234TT-3,279,3648
12943,2220-4,39,3498
13772,8380-1,189,3646
14420,1856-4,50,3888
13771,8380-2,269,3646
14047,9734DB-2,185,3718
12484,5327S,42,3389
14616,5438-04,99,3941
14114,9669FCP-AC,95,3740
13843,8212-LR,160,3668
12460,2434-48,41,3382
14116,9669FCP-CR,154,3740
13798,8200BRW-2PW,579,3655
13770,8380-3,289,3646
13811,8223BK-1PW,349,3658
11975,5516-66,121,3242
13996,8318-ARPW,250,3705
14015,8480RED-1,245,3708
14407,1386FPP-1*,329,3886
14317,B2053FFW-1*,265,3866
14488,2021FW-1,70,3899
12846,1711-1*,249,3483
14297,B2043SB-1*,349,3862
14199,9909BR-5,179,3769
15276,5162WW-24,39,4305
14418,1856T-1*,99,3888
14207,4501-F1,85,3774
14289,8555WHT-1,105,3856
14279,1191F1S,67,3846
15347,B2013DC-T,37,4327
14234,8209BR-3SC,199,3801
14274,1191F6S,71,3841
14369,1977-5,239,3879
14262,1255F1S,80,3829
12536,586-14,70,3406
15346,B2013DC-R,52,4327
14283,1193F1S,133,3850
14227,8213-1,119,3794
14214,1192BE,89,3781
12674,2046-4,69,3460
14594,4967BK-NT,149,3920
14321,B2053W-T,37,3866
14235,8208-3SC,199,3802
14358,2042-5,145,3877
14631,2952-04N,59,3946
14703,3224N-04,69,3973
12492,3270-24S1BK,49,3392
15301,5566-24WT,39,4310
14379,1708-4,99,3881
14618,5400-30,85,3942
14044,9734TP-2,185,3717
14290,8555BLK-1,105,3857
14302,B2043FF-1*,265,3863
14886,4501-F2,85,4066
15001,1212F1S,133,4181
14355,2039W-9,179,3876
12750,1949-1*,219,3470
14325,B2013DC-4,59,3867
14311,B2053W-9,109,3864
14356,2042T-1*,89,3877
13422,2145T-1*,79,3564
12531,586-13,60,3405
14790,3219-04,82,4002
15903,8250RN-3,199,4455
15893,8225NGY-3,215,4452
14316,B2053W-9,109,3865
15231,1904TGY-1*,99,4290
14343,2047TBK-1,49,3874
15222,1856TNG-1*,109,4289
14900,8327GY-1S,155,4080
15223,1856NG-4,59,4289
14241,8327GY-1S,155,3808
14441,1936-9,119,3891
14278,1191F3S,71,3845
14019,8480GRY-2,359,3709
12123,5435-24,55,3287
15536,MT-G12Q,249,4376
12397,1148RED,30,3363
14938,H11760,119,4118
14330,B2013DC-4,59,3868
15181,1753-6,42,4283
15182,1753-9,159,4283
15334,5614-13,49,4323
14506,B2013DC-4,59,3903
15380,8327DBR-2,195,4339
15773,5163-48,79,4413
15319,5602-24BK,50,4317
15206,1769-1*,249,4287
13221,1855-1*,125,3538
14487,2021TW-1,50,3899
15381,8327DBR-1,135,4339
15524,815N-1,79,4373
13161,2168WW-1*,619,3527
15292,5566-36*,109,4310
