id,number,kiosk_price,new_price,old_price,diff
11997,5544-72,255,255,249,0
15511,5880DB-1,125,125,119,0
13250,1834K-1EK*,499,499,499,0
13209,1867-9,499,,499,499
12685,1978W-9,369,369,349,0
15210,1769-9,185,185,180,0
13235,1845K-1EK*,379,379,379,0
12802,1907KW-1EK*,355,355,349,0
15260,3608SV-01XL,135,135,129,0
12682,1978W-4,209,209,199,0
13962,19359-3,755,755,719,0
13149,1831KP-1,169,169,165,0
13207,1867-5,579,,579,579
16073,8257GRY-2,255,255,239,0
13204,1867K-1EK*,599,,599,599
13205,1867-1*,499,,499,499
15285,5424-5,299,299,289,0
13216,1866-6,127,,127,127
15250,292B-5,359,359,339,0
15963,9957CH-3,145,145,139,0
12193,5179-13,92,92,89,0
12930,1856K-1EK*,149,149,145,0
15450,5877KGY-1EKDW*,329,,329,329
12792,1916BK-14,34,,34,34
15566,1757-4,249,249,239,0
12064,1947-96,289,289,279,0
14047,9734DB-2,195,195,185,0
13230,1852-5,255,255,246,0
13315,2147FBK-1*,129,,129,129
14575,1386-5,277,,277,277
13217,1866-9,359,,359,359
12877,1704K-1EK*,599,,599,599
12808,1866KGY-1CK*,499,,499,499
13850,8238-LR,156,156,150,0
12956,1904K-1CK*,179,,179,179
13211,1866K-1CK*,499,,499,499
12733,1955K-1CK*,149,149,149,0
13219,1855K-1CK*,185,,185,185
13199,1881KPU-1CK*,135,135,129,0
15887,8260DB-CR,150,150,146,0
15951,9923DBR-L,160,160,150,0
16008,1224F2S,94,94,89,0
13178,5789FN-1*,175,175,165,0
12440,2447WS,33,,33
16018,9668NDB-3,359,359,339,0
12759,1947-5,299,,299
12555,727S,54,54,52,0
12797,1909RF-4,119,,119,119
12148,5411RF-40,259,,259
16107,9616BRW-2,259,,259,259
12522,727-36,197,197,189,0
14591,4970*,235,235,229,0
15782,5606-45RD,139,139,131,0
14254,1266F1S,189,189,179,0
12183,5473-50*,649,,649,649
13846,8238-AR,125,125,120,0
13326,1810T-1*,175,,175
13265,1828K-1EK*,509,,509
14368,1977-4,119,119,109,0
14470,2147BK-5,139,,139,139
12470,5302BK-24,22,22,21,0
13169,1869-1*,279,,279,279
14299,B2043-T,38,38,37,0
14149,9715PU-3,175,,175,175
14761,5543-04,185,185,175,0
12979,1737NGY-6,76,76,76,0
12380,2524-24,41,41,40,0
13271,1828-9,359,,359
15142,1600-4,125,125,119,0
14189,9700BLK-3,295,295,279,0
16108,9616BRW-1,175,,175,175
13266,1828-1*,409,,409
12791,1916BK-15*,365,,365,365
13553,1422-4,93,,93
12334,1188RD-24,31,31,30,0
12554,727-72,213,213,207,0
12826,1723-5,399,,399,399
12809,1866KGY-1EK*,499,,499,499
13269,1828-6,117,,117
13267,1828-4,185,,185
13270,1828-6LN,117,,117
12760,1947-6,82,,82
13373,2169-6,122,122,117,0
12859,1708-9,199,,199,199
12196,5178BRS,39,39,36,0
11966,5520S,46,46,45,0
13403,2146-1*,99,,99
14444,1904-4,69,,69,69
13407,2146-9,129,,129
15163,1730KGY-1EK*,209,209,209,0
11992,5504-78,219,,219,219
12699,1968-4,69,,69,69
12565,710-54*,215,215,207,0
12966,1915K-1EK*,289,289,279,0
13666,8202GRY*SC,315,315,299,0
12679,1978KW-1CK*,499,499,499,0
13322,1810K-1CK*,285,,285
12726,1957K-1CK*,339,339,329,0
13264,1828K-1CK*,509,,509
12537,586-40,259,259,249,0
13855,8490-CN,71,71,64,0
13992,8490-RR,180,180,169,0
15940,9914-CR,155,155,150,0
15812,1718GYS,54,54,52,0
12621,1990-6,72,,72
12916,1882KN-1CK*,229,229,219,0
11995,5503*,247,247,239,0
13777,8234TT-2,239,,239
15794,1131-24S,69,69,67,0
14986,4605GY,97,97,92,0
13698,8216DG-1,125,125,119,0
13032,1927-5,359,359,349,0
12687,1977K-1EK*,279,279,279,0
12302,5056S,49,49,47,0
16031,9903DB-3,339,339,319,0
15967,9957GY-2,125,125,119,0
14331,B2013DC-9,109,,109,109
15534,MT-G10ET,155,155,149,0
14473,2147BK-12,119,,119,119
13684,8224DG-3,205,205,199,0
13752,8245BR-3SL,349,349,329,0
15173,1752-5,299,299,289,0
16085,9907BR-2,395,395,379,0
13405,2146-5,170,,170
13351,2243SL-1*,479,479,465,0
12298,2617N-36,267,,267
14371,1977-9,199,199,199,0
12798,1909RF-5,329,,329,329
12472,5302A,129,129,125,0
14630,2952-30,79,,79,79
13386,2159-1*,399,,399,399
13206,1867-4,269,,269,269
13133,1845-4,130,130,125,0
12294,5048-72,205,205,195,0
14294,B2043PR-1*,205,205,199,0
15141,1600-1*,309,309,299,0
15982,8267CH-1,105,105,99,0
12385,1157RED,41,,41,41
11999,5544-13,82,82,79,0
16058,9937-2PWH,505,505,479,0
13778,8234TT-5,179,,179
13072,1935PNK-1EK*,599,599,599,0
12963,1904-6,36,,36,36
13421,2145F-1*,99,,99,99
13075,1935-5,599,599,579,0
15209,1769-6,55,55,52,0
15145,1600-9,269,269,259,0
12291,5021-54*,247,247,239,0
12054,5267RF-50*,749,749,725,0
13350,2243SLK-1EK*,579,579,565,0
12299,2617N-24,47,,47
12620,1990-5,259,,259
12740,1955-9,130,130,130,0
12506,1393BK-24,47,,47,47
16019,9668NDB-2,359,359,339,0
12182,5473S,55,,55,55
15942,9979BRG-3,119,,119,119
14148,9739CH-4,155,155,145,0
12138,5428-S2,68,68,65,0
13076,1935-6,132,132,132,0
14370,1977-6,52,52,52,0
16034,9903DB-1PW,249,249,239,0
16103,8259-CR,206,206,199,0
13349,2243SLK-1CK*,579,579,565,0
13888,8480GRY-2R,240,240,230,0
14335,2051TBK-1,52,52,49,0
12676,2046-6,52,52,52,0
12433,2477S,37,37,36,0
12197,5178GYS,39,39,36,0
14422,1856-6,25,25,25,0
12719,1958-1*,299,299,299,0
12803,1907W-1*,255,255,249,0
12940,2220-1*,85,,85,85
13530,1356KBK-1CK*,245,,245
15127,2615DCS,70,70,65,0
13180,5789KBK-1EK*,215,215,205,0
15605,1721-4,135,135,129,0
13532,1356BK-1*,169,,169
13426,2145-9,100,,100,100
14645,3534-05,139,,139,139
12550,1372-40,309,,309,309
12067,1947-50*,515,515,499,0
13673,8378BLK-4,63,63,59,0
15933,8248GRY-3,155,155,149,0
12121,1915-40,245,245,239,0
14487,2021TW-1,53,53,50,0
15345,B2013DC-1*,185,185,179,0
15170,1752K-1EK*,459,459,449,0
12639,5872KN-1EK*,215,215,209,0
13255,1834-9,239,239,229,0
12315,5052-118*,449,449,429,0
13685,8224DG-2,185,185,179,0
12428,2515-50,415,415,399,0
12890,1714W-9,205,205,200,0
12734,1955K-1EK*,149,149,149,0
16067,9999DG-2,325,325,309,0
14798,3299-01,195,195,189,0
12988,1908-9,145,145,140,0
12147,5411RFS,42,,42
12638,5872KN-1CK*,215,215,209,0
13537,1356BK-6,57,,57
13556,1422-9,209,,209
14847,4728AK,47,47,45,0
12326,2243-50*,949,949,929,0
13200,1881KPU-1EK*,135,135,129,0
13233,1852-11,189,189,185,0
12862,1707-1*,249,249,249,0
14096,8405BJ-1,205,205,195,0
12976,1737NGY-1*,365,365,359,0
12338,2588S,65,65,63,0
12714,1961-5,175,175,172,0
15341,5885K-1CK*,259,259,249,0
15690,1728K-1CK*,329,329,319,0
13893,8480BRW-AR,120,120,110,0
13557,1349K-1CK*,285,,285,285
13566,1385K-1CK*,379,,379,379
12320,2243A,110,110,105,0
12321,2243S,100,100,99,0
14834,3224N-16,163,163,155,0
12201,5177S,63,63,60,0
12637,5873N-ST,57,57,55,0
12567,710WS,55,55,52,0
12205,5167-55,370,370,360,0
13873,8230BRW-CR,181,181,171,0
13848,8238-CR,190,190,180,0
13895,8308-5L,281,281,270,0
13987,8490-CN,71,71,64,0
15754,5492-52,149,149,139,0
14109,8511BK-3,215,215,205,0
12806,1907W-6,66,66,63,0
16080,9906BRW-1,199,199,189,0
13356,2243-11,340,340,329,0
14506,B2013DC-4,59,,59,59
12046,5328S,59,59,55,0
15268,3619-31,125,125,119,0
13074,1935-4,269,269,259,0
13430,1737NC-4,139,139,136,0
13574,1385-9,275,,275,275
13536,1356BK-5,195,,195
16084,9907BR-3,415,415,399,0
15931,9935RD-2,189,189,179,0
15266,3614-04,85,85,79,0
14938,H11760,125,125,119,0
15211,1788K-1CK*,459,459,449,0
12768,1946-9,339,,339,339
12076,1935-50*,1,1,1,0
15601,1708BK-9,199,,199,199
12264,5035SVE-29,33,33,32,0
15600,1708BK-6,53,,53,53
15545,1726-4,135,135,129,0
13029,1927K-1EK*,399,399,399,0
15188,1762-6,32,32,32,0
13413,2147-4,49,,49,49
14220,1194TP,105,105,99,0
15925,8246CR-2,279,,279,279
15855,5547-24,33,33,32,0
12848,1711-4,105,105,99,0
13649,9789BRG-4,62,62,59,0
14478,2147W-6,33,,33,33
15214,1788-4,115,115,109,0
13665,8202GRY-SC,299,,299
16078,9906BRW-3,295,295,279,0
13218,1866-11,299,,299,299
12761,1947-9,259,,259
15150,1711F-1*,259,259,249,0
15912,1218F1S-3,199,199,189,0
14927,4611PU,79,79,75,0
16079,9906BRW-2,275,275,259,0
15154,1711NC-9,225,225,220,0
12011,5494S,105,105,100,0
13491,1737W-9,269,269,259,0
13523,5790-4,57,57,55,0
15236,1916KGY-1CK*,389,,389,389
14173,9724BLK-1,215,215,205,0
16092,8258-1,259,,259,259
13092,1918-11,309,,309,309
13185,1896N-1*,119,119,115,0
15321,5603-36,129,129,127,0
14467,2147TBK-1*,119,,119,119
13002,1844DC-5,259,259,249,0
15548,1726-9,255,255,249,0
13691,8204-1,139,,139,139
12603,2505BK-36,175,175,169,0
12914,1883N-1*,209,209,199,0
15219,1856KNG-1EK*,175,175,169,0
15838,1715-55,399,399,389,0
14438,1936-4,65,65,59,0
15389,5400-50*,589,589,569,0
13865,8229-LRPW,210,210,198,0
13660,8367TP-5,160,160,150,0
15956,9924DBR-L,186,186,176,0
13682,8224TN-2,185,185,179,0
15671,1745-4,85,85,79,0
12345,2547-72,141,141,135,0
13676,8378BRW-4,63,63,59,0
14592,4969GY*,155,155,149,0
13229,1852-4,125,125,115,0
12379,2524-36*,185,185,179,0
13223,1855-5,152,,152,152
12619,1990-4,109,,109
12664,2259KGY-1EK*,499,499,499,0
12253,1808-50*,929,929,899,0
14955,2147SG-12,119,,119,119
12216,5145W-40,299,,299,299
13683,8224TN-1,120,120,120,0
14081,8413GY-1,145,145,135,0
15964,9957CH-2,125,125,119,0
14080,8413GY-2,205,205,195,0
13985,8490-AC,120,120,115,0
15905,8250RN-1,119,,119,119
16030,9903DB-3PW,419,419,399,0
15989,1221-1,155,155,149,0
15547,1726-6,92,92,92,0
15969,9967-3SC,209,209,199,0
15924,8246CR-3,299,,299,299
14319,B2053W-1*,185,185,179,0
13362,2243-6,115,115,115,0
12812,1866GY-5,488,,488,488
14742,5560-04,179,179,169,0
15923,8246GY-1,220,,220,220
15999,1219CH-2,189,189,179,0
15262,3612-31,189,189,179,0
13897,8308-AC,120,120,115,0
12017,5491-48*,133,,133
12795,1909RFK-1EK*,279,,279,279
15027,5415RFS,45,45,45,0
14992,4727PU,165,165,155,0
13416,2147-9,100,,100,100
12463,2423-24,37,37,36,0
13820,8210GRY-1,199,199,189,0
14464,B1799-5,269,,269,269
16022,9901CC-2,335,335,319,0
12983,1908K-1EK*,199,199,189,0
16011,1220F2S,125,125,119,0
12698,1968F-1*,139,,139,139
14497,2147-12,119,,119,119
12278,5034BUES,39,39,38,0
13221,1855-1*,125,,125,125
15197,1768K-1CK*,279,279,279,0
12693,1977-9,199,199,199,0
13808,8223DB-1PW,349,,349
16054,9980-3,315,315,299,0
12832,1718GY-4,125,125,119,0
14236,8228TP*,439,439,419,0
12468,5302BK,129,129,125,0
14452,2147SG-6,33,,33,33
14379,1708-4,99,,99,99
16091,8258-2,389,,389,389
12191,5179-90*,287,287,279,0
12143,5428-S2,68,68,65,0
15886,8260DB-CN,55,55,51,0
13980,8336-CR,210,210,199,0
12483,5327-48,123,123,117,0
13434,1737NC-11,259,259,249,0
14703,3224N-04,73,73,69,0
13823,8334DBR-1,225,225,215,0
12882,1704-9,399,,399,399
12039,5456,139,,139
13663,8202CH-3,145,145,139,0
12722,1958-6,73,73,73,0
14296,B2043-9,109,,109,109
12701,1968-6,32,,32,32
12073,1935-110*,599,599,599,0
12392,1149BLK,37,,37,37
15225,1856NG-6,32,32,32,0
16049,9928DBR-2,259,259,245,0
13251,1834-1*,399,399,399,0
16038,9903GY-2PW,419,419,399,0
13964,19359-1,629,629,599,0
12732,1957-9,225,225,219,0
12667,2259GY-5,309,309,299,0
12118,5466-13,69,69,65,0
12688,1977-1*,199,199,199,0
13375,2169-11,369,369,359,0
12725,1958-14,50,50,49,0
12125,5431-77*,275,275,269,0
15568,1757-6,113,113,112,0
15272,4975*,165,165,159,0
14734,3228-05,165,165,155,0
16121,9938SN-1,145,145,139,0
12097,5460-36,75,75,73,0
15204,1769K-1CK*,325,325,319,0
13730,8327BLK-1,140,140,135,0
12140,5428-40,359,359,339,0
16087,9907DG-3,415,415,399,0
15897,8289GY-3,205,205,199,0
16047,9990DB-1,189,189,179,0
16015,9668NSD-3,339,,339,339
16088,9907DG-2,395,395,379,0
12967,1915-1*,229,229,219,0
12932,1856F-1*,109,109,105,0
13453,2124-1*,299,299,299,0
13091,1918-9,329,,329,329
12721,1958-5,289,289,279,0
12492,3270-24S1BK,52,52,49,0
13316,2147TBK-1*,119,,119,119
12251,1808A,100,100,100,0
15307,5581-54,283,283,269,0
13406,2146-6,38,,38
12552,1372-24,52,,52,52
12056,5477NA,77,77,75,0
12815,1824K-1CK*,599,599,599,0
12628,2042-9,135,135,129,0
12794,1909RFK-1CK*,279,,279,279
13226,1852K-1CK*,279,279,279,0
13312,2147KBK-1CK*,185,,185,185
12929,1856K-1CK*,149,149,145,0
12588,5447-24FAS,74,74,72,0
15793,5573,165,165,159,0
15306,5178GYS,39,39,36,0
14503,B2013DC-1*,185,185,179,0
16095,9969BK-L,300,300,280,0
16096,9969BK-R,340,340,320,0
15233,1904GY-5,151,,151,151
13286,1811W-9,239,239,236,0
14601,4964BK-NT,105,105,99,0
16055,9980-2,295,295,279,0
12307,2615RFA-NN,70,,70,70
12786,1916FBK-1*,299,,299,299
15325,5604-40,155,155,150,0
13067,1919-4,269,269,259,0
15902,8289BU-1,135,135,129,0
13931,8327TL-1S,165,165,155,0
13227,1852K-1EK*,279,279,279,0
12466,5302C-24,22,22,21,0
12103,5470-72,207,207,199,0
16086,9907BR-1,289,289,279,0
13486,1737KW-1EK*,465,465,459,0
16083,9805DG-1PW,409,409,399,0
16075,9906GRY-3,295,295,279,0
12310,2615DC-40,349,,349
14516,1356BK-4,72,,72
12678,2046-15,155,155,149,0
13212,1866K-1EK*,499,,499,499
13369,2169SLK-1EK*,769,769,749,0
12999,1844DC-1*,299,299,299,0
15695,1728-6,52,52,52,0
13452,2124K-1EK*,389,389,389,0
12471,5302BK-29,23,23,22,0
13840,8212-AR,125,125,119,0
15137,1297BU-1,120,120,115,0
16124,9938GY-2,199,199,189,0
14619,5400-04,67,67,65,0
12493,3270-48,117,117,109,0
12075,1935S,130,130,125,0
14019,8480GRY-2,379,379,359,0
12727,1957K-1EK*,339,339,329,0
12957,1904K-1EK*,179,,179,179
12186,5251-108*,337,,337
12481,5448-78*,279,,279
15156,1730K-1EK*,209,209,209,0
11996,5503S,43,43,40,0
12680,1978KW-1EK*,499,499,499,0
12912,1883KN-1EK*,259,259,249,0
13882,8230BLK-1,209,209,199,0
12789,1916BK-6,113,,113,113
13282,1811FW-1*,189,189,185,0
13707,8203RD-2,169,,169,169
15257,3608-01,115,115,109,0
12597,5067,239,239,229,0
13662,8202CH*SC,315,315,299,0
15651,1744-5,284,284,279,0
13535,1356BK-4,72,,72
12406,2456-24,40,40,38,0
12427,2515-13,95,95,92,0
14051,9734BK-1,149,149,145,0
13215,1866-5,469,,469,469
12540,586-40,259,259,249,0
12636,5873N-BH,113,113,109,0
14087,8412-1,489,489,465,0
13842,8212-CR,196,196,186,0
16102,8259-CN,80,80,78,0
16013,9917DB-L,136,136,130,0
12407,2466-48*,229,229,217,0
14036,8326BRW-1,259,259,249,0
13045,1911-4,149,,149,149
14145,9636CC-2,355,355,335,0
14069,8579DB-1,145,,145,145
14412,1386-9,225,,225,225
15315,5592,125,125,119,0
13456,2124-6,87,87,85,0
13791,8239-3,289,289,279,0
12924,1885FN-1*,159,159,149,0
12592,5275,125,125,119,0
12711,1961K-1EK*,199,199,199,0
12715,1961-6,30,30,29,0
15895,8225NGY-1,139,139,139,0
13731,8244SD-3,229,229,215,0
13974,8334BLK-3,349,349,329,0
13127,1916-15*,365,,365,365
15618,1706LED-1*,229,229,229,0
12400,1147WHT,27,,27,27
13087,1918-1*,399,,399,399
15023,5415RF-15*,299,299,289,0
15212,1788K-1EK*,459,459,449,0
14166,9700FCP-2,275,275,259,0
15599,1708BK-5,229,,229,229
15162,1730KGY-1CK*,209,209,209,0
15958,9924DBR-4,105,105,99,0
12015,5489-36*,117,117,109,0
15031,5099-15,189,189,179,0
12917,1882KN-1EK*,229,229,219,0
14504,B2013DC-R,53,53,52,0
12888,1714W-5,253,253,249,0
13128,1916-14,34,,34,34
11978,5516TLS,38,38,37,0
13198,1890FN-1*,105,105,99,0
12187,5251S,83,,83
12432,2477-78,171,171,165,0
12166,5425-90,205,205,199,0
13561,1349T-1*,179,,179,179
16061,9920RF-2PWH,475,475,459,0
13253,1834-5,279,279,269,0
13001,1844DC-4,109,109,99,0
12937,1856-9,110,110,110,0
15201,1768-5,259,259,249,0
13147,2024-1HB,58,58,56,0
15914,1218F1S,125,125,119,0
15323,5604-36,109,109,107,0
16063,9999GY-3,345,345,329,0
13555,1422-6,56,,56
13201,1881PU-1*,95,95,89,0
15921,8246GY-3,299,,299,299
12753,1949-6,62,,62,62
12429,2516-48*,227,227,217,0
12858,1708-6,53,,53,53
14170,9724BRW-1,215,215,205,0
13237,1845-4,130,130,125,0
14366,2046-15,155,155,149,0
12305,2615DCA,75,75,70,0
12049,5328S,59,59,55,0
12010,5494A,115,115,110,0
13674,8378BRW-L,160,160,150,0
14089,8411-2LCN,270,270,255,0
15957,9924DBR-R,184,184,174,0
15386,5400-24,45,45,45,0
14314,B2053W-T,38,38,37,0
13232,1852-9,239,239,235,0
15194,1766-5,255,255,249,0
15759,5569S,40,40,39,0
14673,3256RF-30,159,159,149,0
15431,5877BE-1*,199,,199,199
12490,3270-36,147,147,139,0
15261,3608SV-04,82,82,79,0
13812,8355-3PW*,679,,679
13670,8378GRY-4,63,63,59,0
16100,8259-AC,99,99,98,0
16098,9815-2*,395,395,379,0
13970,8329BLK-1,155,155,149,0
13963,19359-2,735,735,699,0
12684,1978W-6,123,123,112,0
16117,8427GY-1,279,279,269,0
16120,9938SN-2,199,199,189,0
14203,9909CH-4,50,,50
14354,2039W-6,73,73,72,0
14048,9734DB-1,149,149,145,0
12300,5056-78,213,213,207,0
15318,5602-36,205,205,199,0
15153,1711NC-6,43,43,42,0
14033,8326BLK-1,259,259,249,0
15199,1768-1*,199,199,199,0
13108,1928-6,62,62,62,0
14167,9700FCP-1,189,189,179,0
12333,1188DB-24,31,31,30,0
14284,1193F2S,139,139,133,0
13359,2243-1*,479,479,465,0
13104,1928K-1EK*,299,299,299,0
14243,1193F6S,139,139,133,0
13311,2147W-12,119,,119,119
14244,1193F7S,139,139,133,0
16113,9922CN-2,219,219,209,0
13958,8469-5,275,275,259,0
11952,5531S,95,95,90,0
13046,1911-5,339,,339,339
15203,1768-9,229,229,220,0
12889,1714W-6,53,53,52,0
14426,2220-4,39,,39,39
13831,8206NF-2,359,359,339,0
12252,1808S,90,90,85,0
14280,468F25S,93,93,89,0
15202,1768-6,62,62,62,0
16071,8257BRW-1,169,169,159,0
13702,8225-4,60,60,59,0
11965,5520-78,245,245,239,0
12658,5400-1*,289,289,279,0
12236,1867S,120,,120,120
16119,9938SN-3,219,219,209,0
12237,1867-50*,649,,649,649
13146,2147SG-12,119,,119,119
12469,5302BK-18,21,21,20,0
16082,9805DG-2PW,549,549,529,0
14605,4961DB-NT,189,189,179,0
14323,B2053W-9,109,,109,109
13066,1919-1*,599,599,599,0
15693,1728-4,125,125,119,0
12175,2615DCS,70,70,65,0
14735,3228-12,145,145,135,0
14257,8327TL-1S,165,165,155,0
12986,1908-5,179,179,179,0
14079,8413GY-3,225,225,215,0
12487,3270-60,147,147,139,0
12948,1936K-1EK*,179,179,179,0
12217,5123-96*,379,379,367,0
11976,5516BKS,38,38,37,0
16077,9906GRY-1,199,199,189,0
14287,8545-1LT,255,,255,255
16115,8427GY-3,439,439,419,0
13281,1811W-1*,189,189,185,0
14507,B2013DC-9,109,,109,109
13285,1811W-6,67,67,64,0
14315,B2053W-4,59,,59,59
12176,2615RFA-NN,70,,70,70
15966,9957GY-3,145,145,139,0
14030,8325BRW-1,239,239,229,0
14276,1191F2S,67,,67,67
12127,5431-14,99,99,95,0
14223,1267GY,145,145,139,0
16101,8259-ARPW,175,175,168,0
14210,1279F2S,115,115,109,0
12608,2425-36,215,215,209,0
16122,9938GY-3SL,349,349,329,0
14367,1977T-1*,179,179,179,0
15180,1753-5,199,,199,199
13554,1422-5,245,,245
14439,1936-5,154,154,149,0
12630,2867K-1EK,229,229,219,0
12736,1955F-1*,109,109,109,0
12595,5103,215,215,209,0
15350,1292-1,125,125,119,0
12634,5873KN-1EK*,255,255,249,0
13733,8244SD-1,149,149,139,0
16024,9911DBR-3PWH,519,519,499,0
12842,1717-9,360,360,350,0
14338,2050F-1,92,92,89,0
15913,1218F1S-2,179,179,169,0
15567,1757-5,409,409,399,0
12398,1147BLK,27,,27,27
14723,3447-04,62,62,59,0
15232,1904GY-4,69,,69,69
16051,9928BLK-3,259,259,245,0
15692,1728-1*,249,249,239,0
14973,2147W-12,119,,119,119
14413,1386D-1,225,,225
14171,9724BLK-3,345,345,329,0
14206,4501-F2,85,,85,85
12598,2558,209,,209,209
14427,2220-5,103,,103,103
15795,1131-29S,73,73,71,0
11947,5538BKS,14,14,13,0
12793,1916BK-FBH,75,,75,75
14417,1386-7,288,,288,288
12518,5235S,50,50,49,0
13000,1844FDC-1*,299,299,299,0
14509,1349F-1*,199,,199,199
14340,2048FW-1,72,72,69,0
15228,1904KGY-1EK*,179,,179,179
15385,5400-36XL*,309,309,299,0
14419,1856F-1*,109,109,105,0
14292,8548BRW-1,195,195,185,0
15959,9914CH-2LCN,236,236,226,0
13330,1810-9,205,,205
12488,3270-S1W,47,47,45,0
15200,1768-4,125,125,119,0
13705,8203GY-1,135,135,129,0
15904,8250RN-2,179,,179,179
16081,9805DG-3PW,569,569,549,0
12751,1949-4,89,,89,89
13814,8355-1PW,389,,389
12681,1978W-1*,399,399,399,0
12000,5544-40,285,285,279,0
16097,9815-3*,415,415,399,0
12464,5302C,129,129,125,0
12752,1949-5,209,,209,209
13817,8329CH-1,155,155,149,0
14202,9909CH-5,179,,179
15388,5400-24BH,75,75,75,0
13086,1918K-1EK*,469,,469,469
12950,1936F-1*,119,119,119,0
14134,8524BK-3,379,379,359,0
12933,1856T-1*,99,99,95,0
14341,2048TW-1,52,52,49,0
13225,1855-9,125,,125,125
15239,1916GY-4,139,,139,139
13913,8303-AC,105,105,99,0
11979,5516WTS,38,38,37,0
12612,1140E-24S,63,63,61,0
12519,586-60,229,,229
15439,5877BR-1*,199,,199,199
12683,1978W-5,399,399,389,0
13706,8203RD-3,189,,189,189
15198,1768K-1EK*,279,279,279,0
15278,5165GYS,36,36,35,0
12632,2867F-1,179,,179
15234,1904GY-6,36,,36,36
15530,MT-G10F,195,195,189,0
12410,5447-24S,74,74,72,0
14482,1810F-1*,205,,205
15415,1719-1*,199,199,199,0
14481,1810T-1*,175,,175
16057,9937-3PWH,525,525,499,0
13824,8201BRW-3,315,315,299,0
14514,1356TBK-1*,159,,159
14515,1356FBK-1*,169,,169
14486,1810-9,205,,205
12045,5328-45RD*,209,209,199,0
12642,5438K-1EK*,399,399,399,0
14495,2147-6,26,,26,26
13228,1852-1*,199,199,199,0
14499,815TPU-1,69,,69
14455,B1799F*,468,,468
15595,1708BK-1*,169,,169,169
16016,9668NSD-2,339,,339,339
12625,2042-4,59,59,55,0
12703,1967KW-1CK*,225,225,219,0
12442,5447-24S,74,74,72,0
12007,5494S,105,105,100,0
13727,8327BLK-R,146,146,139,0
13982,8336-LR,180,180,169,0
14088,8411-2L,230,230,215,0
14183,9739-L,250,250,235,0
14184,9739-R,250,250,236,0
12618,1990-1*,249,,249
12323,2243-114*,449,449,433,0
12177,2615RFS-NN,65,,65,65
13454,2124-4,119,119,112,0
12332,1188BK-24,31,31,30,0
12919,1882N-1*,179,179,169,0
14339,2050T-1,72,72,69,0
13813,8355-2PW*,550,,550
13089,1918-5,399,,399,399
12304,2615DC-96*,299,299,299,0
14077,8413TL-2,205,205,195,0
14578,1386-12,225,,225,225
14574,1386-4,133,,133,133
12066,1947S,85,85,80,0
13358,2243K-1EK*,579,579,565,0
15190,1766K-1CK*,285,285,279,0
13697,8216DG-2,189,189,179,0
12426,2515S,45,45,42,0
14327,B2013SBDC-1*,359,359,349,0
12107,5285S,37,37,35,0
15691,1728K-1EK*,329,329,319,0
15430,5877KBE-1EK*,239,,239,239
13552,1422-1*,205,,205
15241,1916GY-6,113,,113,113
15840,1715-24,57,57,55,0
14190,9700BLK-2,275,275,259,0
12896,1714BK-6,53,53,52,0
15020,458B-PU,110,110,105,0
15598,1708BK-4,99,,99,99
14102,1234-4,155,155,145,0
15191,1766K-1EK*,285,285,279,0
14431,2145F-1*,99,,99,99
13538,1356BK-9,170,,170
13090,1918-6,103,,103,103
15922,8246GY-2,279,,279,279
12823,1723K-1EK*,479,,479,479
14268,8437-1LT,255,,255,255
15898,8289GY-2,185,185,179,0
14200,9909BR-4,50,,50,50
12635,5873N-1*,205,205,199,0
15911,1218TL-1,125,125,119,0
13573,1385-7*,569,,569
16036,9903GY-3PW,419,419,399,0
13751,8207-1,159,,159
12853,1708K-1EK*,219,,219,219
14204,1200BRW,157,157,149,0
14656,1935-04,185,185,175,0
14042,8300-1PW,389,389,379,0
14209,1279F3S,115,115,109,0
12709,1967W-9,134,134,130,0
15275,5162WW-36,105,105,99,0
15208,1769-5,195,195,189,0
12308,2615RFS-NN,65,,65,65
12660,5400-5,269,269,259,0
12438,2456-40,209,209,199,0
12425,2515-96,279,279,271,0
15295,5566-24BR,41,41,39,0
12737,1955-4,65,65,59,0
14359,2042-6,33,33,31,0
12532,586-40,259,259,249,0
15525,815TN-1,72,72,69,0
15891,8255GY-2RCNPHD,385,385,365,0
12227,5100-84*,347,347,329,0
14230,8205BR-1,95,95,89,0
12164,5425-24,56,56,55,0
12269,2601-24,21,21,20,0
15455,5876BE-1*,169,,169,169
14126,9668BLK-2,359,359,339,0
13696,8216DG-3,209,209,199,0
14110,8511BK-2,195,195,185,0
15734,1722-6,72,72,72,0
14650,8079-04,69,,69,69
12509,1393BKS,45,,45,45
12523,727-24,57,57,55,0
12503,1393BKS,45,,45,45
14037,8308-3PW*,565,565,549,0
12824,1723-1*,379,,379,379
14076,8413TL-3,225,225,215,0
14501,B2013FFDC-1*,275,275,265,0
15167,1730GY-6,52,52,52,0
13957,8469-1,269,269,259,0
13700,8225-2,205,205,195,0
16114,9922CN-1,155,155,149,0
16090,8258-3,409,,409,409
12538,586-36,165,165,159,0
15500,5875FGY-1*,205,205,199,0
12051,5267RF-96*,317,317,309,0
14690,5177-04,130,130,125,0
14691,5177-05,165,165,155,0
12669,2259GY-9,259,259,250,0
12460,2434-48,43,43,41,0
14689,5177-30,165,165,155,0
14135,8524BK-1,235,235,225,0
15470,5876KGY-1EK*,209,,209,209
14176,9723-1,235,,235,235
