dimensions,description,product_number,number
46 x 2 x 42H,Mirror,2124-1,2124-6
38 x 18 x 54H,Chest,2124-1,2124-9
HB: 57H FB: 20H,California King Bed,2119BK-1,2119KBK-1CK
HB: 57H FB: 20H,Eastern King Bed,2119BK-1,2119KBK-1EK
HB: 57H FB: 20H,Queen Bed,2119BK-1,2119BK-1
HB: 57H FB: 20H,Full Bed,2119BK-1,2119FBK-1
HB: 57H FB: 20H,Twin Bed,2119BK-1,2119TBK-1
23.75 x 17 x 25.25H,Night Stand,2119BK-1,2119BK-4
56 x 18 x 38H,Dresser,2119BK-1,2119BK-5
37.5 x 2.25 x 42.25H,Mirror,2119BK-1,2119BK-6
36 x 17 x 50.5H,Chest,2119BK-1,2119BK-9
44 x 18 x 38.5H,TV Chest,2119BK-1,2119BK-11
HB: 57H FB: 20H,California King Bed,2119W-1,2119KW-1CK
HB: 57H FB: 20H,Eastern King Bed,2119W-1,2119KW-1EK
HB: 57H FB: 20H,Queen Bed,2119W-1,2119W-1
HB: 57H FB: 20H,Full Bed,2119W-1,2119FW-1
HB: 57H FB: 20H,Twin Bed,2119W-1,2119TW-1
23.75 x 17 x 25.25H,Night Stand,2119W-1,2119W-4
56 x 18 x 38H,Dresser,2119W-1,2119W-5
37.5 x 2.25 x 42.25H,Mirror,2119W-1,2119W-6
36 x 17 x 50.5H,Chest,2119W-1,2119W-9
44 x 18 x 38.5H,TV Chest,2119W-1,2119W-11
HB: 58H ,California King/Eastern King Headboard,2111-1,2111K-1
HB: 58H ,Queen/Full Headboard,2111-1,2111-1
26 x 17 x 28H,"Night Stand, High Pressure Laminate Top",2111-1,2111-4
62 x 18 x 36H,"Dresser, High Pressure Laminate Top",2111-1,2111-5
42 x 1.25 x 41H,Mirror,2111-1,2111-6
38 x 18 x 54H,"Chest, High Pressure Laminate Top",2111-1,2111-9
48 x 19 x 43H,"TV Chest, High Pressure Laminate Top",2111-1,2111-11
HB: 50H FB: 18H,California King Sleigh Platform Bed with Footboard Storage,1737W-1,1737KW-1CK
HB: 50H FB: 18H,Eastern King Sleigh Platform Bed with Footboard Storage,1737W-1,1737KW-1EK
HB: 50H FB: 18H,Queen Sleigh Platform Bed with Footboard Storages,1737W-1,1737W-1
23.5 x 17.5 x 24.5H,Night Stand with Glass Top,1737W-1,1737W-4
61.5 x 20 x 36.75H,Dresser,1737W-1,1737W-5
47.75 x 1 x 38.25H,Mirror,1737W-1,1737W-6
36 x 18.5 x 47.5H,Chest,1737W-1,1737W-9
41.75 x 18.25 x 41H,TV Chest,1737W-1,1737W-11
HB: 57.75H FB: 28H,California King Bed,1746-1,1746K-1CK
HB: 57.75H FB: 28H,Eastern King Bed,1746-1,1746K-1EK
HB: 57.75H FB: 28H,Queen Bed,1746-1,1746-1
30 x 16 x 29H,Night Stand,1746-1,1746-4
60 x 18 x 40H,Dresser,1746-1,1746-5
40 x 1.25 x 34H,Mirror,1746-1,1746-6
38 x 18 x 52H,Chest,1746-1,1746-9
HB: 52H FB: 13.5H,California King Bed,2100-1,2100K-1CK
HB: 52H FB: 13.5H,Eastern King Bed,2100-1,2100K-1EK
HB: 52H FB: 13.5H,Queen Bed,2100-1,2100-1
HB: 52H FB: 13.5H,Full Bed,2100-1,2100F-1
HB: 60H FB: 12.5H,California King Sleigh Bed,1740-1,1740K-1CK
HB: 60H FB: 12.5H,Eastern King Sleigh Bed,1740-1,1740K-1EK
HB: 60H FB: 12.5H,Queen Sleigh Bed,1740-1,1740-1
27 x 16.5 x 26.5H,Night Stand,1740-1,1740-4
63.5 x 18 x 39H,Dresser,1740-1,1740-5
44 x 1.25 x 42H,Mirror,1740-1,1740-6
37 x 18 x 52H,Chest,1740-1,1740-9
44 x 16.5 x 35.75H,TV Chest,1740-1,1740-11
HB: 56H FB: 20H,California King Sleigh Bed,1733-1,1733K-1CK
HB: 56H FB: 20H,Eastern King Sleigh Bed,1733-1,1733K-1EK
HB: 56H FB: 20H,Queen Sleigh Bed,1733-1,1733-1
25 x 17.5 x 27H,Night Stand,1733-1,1733-4
62 x 17.5 x 36H,Dresser,1733-1,1733-5
42 x 2.25 x 42H,Mirror,1733-1,1733-6
38 x 17.5 x 53H,Chest,1733-1,1733-9
HB: 35H FB: 11H,California King Platform Bed,5790-1,5790K-1CK
HB: 35H FB: 11H,Eastern King Platform Bed,5790-1,5790K-1EK
HB: 35H FB: 11H,Queen Platform Bed,5790-1,5790-1
HB: 35H FB: 11H,Full Platform Bed,5790-1,5790F-1
20.25 x 16.5 x 20.5H,Night Stand,5790-1,5790-4
HB: 47.5H ,Eastern King/California King Sleigh Headoard,815-1,815K-1
HB: 47.5H ,Queen/FULL Sleigh Headboard,815-1,815-1
HB: 47.5H ,"California King/Eastern King Headboard, Dark Brown",815PU-1,815KPU-1
HB: 47.5H ,"Queen/FULL Headboard, Dark Brown",815PU-1,815PU-1
HB: 47.5H ,"Queen/FULL Headboard, Black",815PU-1,815BKPU-1
HB: 47.5H ,"Eastern King/California King Headoard, Black",815PU-1,815KBKPU-1
HB: 54.25H FB: 16H,California King Bed,1356BK-1,1356KBK-1CK
HB: 54.25H FB: 16H,Eastern King Bed,1356BK-1,1356KBK-1EK
HB: 54.25H FB: 16H,Queen Bed,1356BK-1,1356BK-1
HB: 54.25H FB: 16H,Full Bed,1356BK-1,1356FBK-1
HB: 54.25H FB: 16H,Twin Bed,1356BK-1,1356TBK-1
24 x 16 x 23.75H,Night Stand,1356BK-1,1356BK-4
54.25 x 19 x 33H,Dresser,1356BK-1,1356BK-5
39 x 2.5 x 35H,Mirror,1356BK-1,1356BK-6
32 x 19 x 48H,Chest,1356BK-1,1356BK-9
46 x 24 x 30H,Writing Desk,1356BK-1,1356BK-15
HB: 54.25H FB: 16H,California King Bed,1356W-1,1356KW-1CK
HB: 54.25H FB: 16H,Eastern King Bed,1356W-1,1356KW-1EK
HB: 54.25H FB: 16H,Queen Bed,1356W-1,1356W-1
HB: 54.25H FB: 16H,Full Bed,1356W-1,1356FW-1
HB: 54.25H FB: 16H,Twin Bed,1356W-1,1356TW-1
24 x 16 x 23.75H,Night Stand,1356W-1,1356W-4
54.25 x 19 x 33H,Dresser,1356W-1,1356W-5
39 x 2.5 x 35H,Mirror,1356W-1,1356W-6
32 x 19 x 48H,Chest,1356W-1,1356W-9
46 x 24 x 30H,Writing Desk,1356W-1,1356W-15
HB: 63H FB: 40H,California King Bed,1422-1,1422K-1CK
HB: 63H FB: 40H,Eastern King Bed,1422-1,1422K-1EK
HB: 63H FB: 40H,Queen Bed,1422-1,1422-1
30.5 x 19.5 x 29.5H,Night Stand,1422-1,1422-4
65.5 x 19.5 x 45.5H,Dresser,1422-1,1422-5
40 x 2.25 x 37H,Mirror,1422-1,1422-6
41.5 x 19.5 x 55.25H,Chest,1422-1,1422-9
HB: 54H FB: 27.5H,California King Bed,1349-1,1349K-1CK
HB: 54H FB: 27.5H,Eastern King Bed,1349-1,1349K-1EK
HB: 54H FB: 27.5H,Queen Bed,1349-1,1349-1
HB: 54.25H FB: 27H,Full Bed,1349-1,1349F-1
HB: 54.25H FB: 27H,Twin Bed,1349-1,1349T-1
24 x 18 x 26H,Night Stand,1349-1,1349-4
54 x 18 x 40H,Dresser,1349-1,1349-5
39 x 2 x 33H,Mirror,1349-1,1349-6
33 x 18 x 52H,Chest,1349-1,1349-9
HB: 53H FB: 17H,California King Sleigh Platform Bed,1313-1,1313K-1CK
HB: 53H FB: 17H,Eastern King Sleigh Platform Bed,1313-1,1313K-1EK
HB: 53H FB: 17H,Queen Sleigh Platform Bed,1313-1,1313-1
27 x 17 x 27H,Night Stand,1313-1,1313-4
62 x 17.5 x 35H,Dresser,1313-1,1313-5
40 x 1 x 41H,Mirror,1313-1,1313-6
38 x 17 x 52H,Chest,1313-1,1313-9
42 x 17 x 40H,TV Chest,1313-1,1313-11
HB: 58H FB: 28H,California King Bed,866NC-1,866KNC-1CK
HB: 58H FB: 28H,Eastern King Bed,866NC-1,866KNC-1EK
HB: 58H FB: 28H,Queen Bed,866NC-1,866NC-1
HB: 58H FB: 28H,Full Bed,866NC-1,866FNC-1
28 x 16 x 25H,Night Stand,866NC-1,866NC-4
64 x 18.5 x 35H,Dresser,866NC-1,866NC-5
36 x 2 x 50H,Mirror,866NC-1,866NC-6
41 x 18 x 51H,Chest,866NC-1,866NC-9
HB: 60H FB: 36H,California King Bed,1385-1,1385K-1CK
HB: 60H FB: 36H,Eastern King Bed,1385-1,1385K-1EK
HB: 60H FB: 36H,Queen Bed,1385-1,1385-1
HB: 60H FB: 36H,Full Bed,1385-1,1385F-1
28 x 18 x 28.5H,Night Stand,1385-1,1385-4
66 x 19 x 38.5H,Dresser,1385-1,1385-5
42 x 1.5 x 40H,Mirror,1385-1,1385-6
43 x 22 x 72H,Armoire,1385-1,1385-7
38 x 18 x 55H,Chest,1385-1,1385-9
42.75 x 19 x 42H,TV Chest,1385-1,1385-11
HB: 68H FB: 17H,California King Low Profile Bed,1390LP-1,1390LPK-1CK
HB: 68H FB: 17H,Eastern King Low Profile Bed,1390LP-1,1390LPK-1EK
HB: 68H FB: 17H,Queen Low Profile Bed,1390LP-1,1390LP-1
33.5 x 18.5 x 32H,Night Stand,1390LP-1,1390-4
69.5 x 20 x 37H,Dresser,1390LP-1,1390-5
48 x 2.5 x 49H,Mirror,1390LP-1,1390-6
50.25 x 24 x 86H,Armoire,1390LP-1,1390-7
44 x 19.5 x 57H,Chest,1390LP-1,1390-9
HB: 88H FB: 68H,California King Poster Bed,1390-1,1390K-1CK
HB: 88H FB: 68H,Eastern King Poster Bed,1390-1,1390K-1EK
HB: 88H FB: 68H,Queen Poster Bed,1390-1,1390-1
33.5 x 18.5 x 32H,Night Stand,1390-1,1390-4
69.5 x 20 x 37H,Dresser,1390-1,1390-5
48 x 2.5 x 49H,Mirror,1390-1,1390-6
50.25 x 24 x 86H,Armoire,1390-1,1390-7
44 x 19.5 x 57H,Chest,1390-1,1390-9
HB: 71H FB: 34H,California King Bi-Cast Leather Bed,1394-1,1394K-1CK
HB: 71H FB: 34H,Eastern King Bi-Cast Leather Bed,1394-1,1394K-1EK
HB: 71H FB: 34H,Queen Bi-Cast Leather Bed,1394-1,1394-1
34 x 21 x 32H,Night Stand with Marble Top,1394-1,1394-4
70 x 23 x 41H,Dresser with Marble Inset,1394-1,1394-5
45.25 x 3.75 x 45.25H,Mirror,1394-1,1394-6
44 x 21 x 58H,Chest with Marble Inset,1394-1,1394-9
48 x 20 x 43.75H,TV Chest with Marble Top,1394-1,1394-11
HB: 65.25H FB: 36H,California King Bed,1402-1,1402K-1CK
HB: 65.25H FB: 36H,Eastern King Bed,1402-1,1402K-1EK
HB: 65.25H FB: 36H,Queen Bed,1402-1,1402-1
27 x 18 x 30H,Night Stand,1402-1,1402-4
64 x 20 x 40H,Dresser,1402-1,1402-5
46 x 3.5 x 39.5H,Swivel Mirror,1402-1,1402-6SW
43 x 20 x 49.5H,Chest,1402-1,1402-9
42 x 20 x 43H,TV Chest,1402-1,1402-11
HB: 55H FB: 18H,California King Low Profile Sleigh Bed,1402LP-1,1402LPK-1CK
HB: 55H FB: 18H,Eastern King Low Profile Sleigh Bed,1402LP-1,1402LPK-1EK
HB: 55H FB: 18H,Queen Low Profile Sleigh Bed,1402LP-1,1402LP-1
27 x 18 x 30H,Night Stand,1402LP-1,1402-4
64 x 20 x 40H,Dresser,1402LP-1,1402-5
41 x 2 x 46H,Rectangular Mirror,1402LP-1,1402-6RT
43 x 20 x 49.5H,Chest,1402LP-1,1402-9
42 x 20 x 43H,TV Chest,1402LP-1,1402-11
HB: 55H FB: 39H,California King Sleigh Platform Bed with Rail Storage,1402SL-1,1402SLK-1CK
HB: 55H FB: 39H,Eastern King Sleigh Platform Bed with Rail Storage,1402SL-1,1402SLK-1EK
HB: 55H FB: 39H,Queen Sleigh Platform Bed with Rail Storage,1402SL-1,1402SL-1
27 x 18 x 30H,Night Stand,1402SL-1,1402-4
64 x 20 x 40H,Dresser,1402SL-1,1402-5
41 x 2 x 46H,Rectangular Mirror,1402SL-1,1402-6RT
43 x 20 x 49.5H,Chest,1402SL-1,1402-9
42 x 20 x 43H,TV Chest,1402SL-1,1402-11
51 x 17.75 x 20H,Lift Top Storage Bench,5415RF-FBH,5415RF-FBH
HB: 52H FB: 14H,Queen / FULL Headboard,1888N-1HB,1888N-1HB
HB: 48.5H FB: 14H,Queen / FULL Headboard,1883N-1HB,1883N-1HB
HB: 52H FB: 14H,Queen / FULL Headboard,1882N-1HB,1882N-1HB
52 x 76 x 44H,Metal Display Rack for Queen Bed,DRACK-QN,DRACK-QN
HB: 44H FB: 12.5H,Queen Platform Bed,1880BUE-1,1880BUE-1
HB: 44H FB: 12.5H,Queen Platform Bed,1880BRW-1,1880BRW-1
HB: 48.5H ,Queen / FULL Headboard,2025-1HB,2025-1HB
